marka;forma;vstrech;innov;tip;chem_dobyta;primer;ssylka
SKU25/VS16 ЗА;ЛЦ/ЛЦ К;2;1;компрессор;регулярка;Компрессор винтовой марки SKU25/VS16 ЗАВ. № 31336/31337 ПОЗ. С-130А ЦЕХА № 602(КОРПУС № 1201 В);https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-06710-2015
LF-40-10E475;Л-Ц-ЦЛЦ;2;1;компрессор;регулярка;винтовой компрессор марки LF-40-10E475, зав. № AIW107175, установленный на УПН, ЦППН-2 Вахское месторождение Заказчик – АО «Томскнефть» ВНК;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-48022-2019
Atlas Copco 290 Psig;Л Л Ц Л;2;1;компрессор;провайдер+регулярка;на техническое устройство - компрессор воздушный 290 Psig Atlas Copco, инв.№22425;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-08242-2014
Atlas Copco GA-75;Л Л Л-Ц;2;1;компрессор;провайдер+регулярка;воздушный компрессор Atlas Copco GA – 75 (зав.№ АII – 461539), рег. № КВ – 1;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-05074-2018
ВП20/8МУ4;КЦ/ЦКЦ;2;1;компрессор;регулярка;Воздушный компрессор ВП20/8МУ4, ст.№2, зав. №10852, рег. №б/н;https://monitor-pb.ru/conclusion/71-%D0%A2%D0%A3-839824-2026
GA – 75;Л – Ц;2;1;компрессор;провайдер+регулярка;воздушный компрессор Atlas Copco GA – 75 (зав.№ АII – 461540), рег. № КВ – 2 у;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-05091-2018
КС – 5;К – Ц;2;1;компрессор;провайдер+регулярка;Компрессор воздушный КС – 5, рем. № 12 инв. № 588801, установленный на КЦППН НСП «Красный Холм»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-07818-2016
КУЭ 60/40М;К Ц/ЦК;2;1;компрессор;регулярка;Заключение экспертизы промышленной безопасности на техническое устройство: «Компрессор воздушный КУЭ 60/40М, зав. № 6807076, инв. № 054727»;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-12523-2024
4ВУ 1-5/;ЦК Ц-Ц/;2;1;компрессор;регулярка;технические устройства: Компрессор воздушный 4ВУ 1-5/9м4, зав. №090133562, инв. № 297756;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-12283-2023
2М6 ЦВ;ЦКЦ К;2;1;компрессор;регулярка;Центробежный компрессор ЦНД тип 2М6 ЦВД тип 1М9 технологический индекс К-01В Инвентарный №0081019;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-11825-2016
Грета XV;К Л;2;1;компрессор;провайдер+регулярка;Центробежный компрессор «Грета XV», техн. № 301/III, зав.№ 805.434, Установка выделения изобутан-изобутиленовой фракции (БК-3);https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06530-2018
5VR200-490G;ЦЛЦ-ЦЛ;2;1;компрессор;регулярка;Центробежный компрессор марки 5VR200-490G технологический № ЦК-1, инвентарный № 012063, заводской № 430819Цех № 15, установка ЛГ35/11-300;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-20976-2015
2ТГ80-1,6М-В1;ЦКЦ-Ц,ЦК-КЦ;2;1;компрессор;регулярка;Турбокомпрессор 2ТГ80-1,6М-В1 зав.№ 186, инв.№ 1388;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-43708-2022
ТГ150-1,12М-В1;КЦ-Ц,ЦК-КЦ;2;1;компрессор;регулярка;Турбокомпрессор ТГ150-1,12М-В1 поз. В-82/2;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-05000-2019
РТКВ-200-4М-24;К-Ц-ЦК-Ц;2;1;компрессор;регулярка;Турбокомпрессор воздушный РТКВ-200-4М-24, поз. ВД-1, зав. №1, Газокаталитическое производство, УПЭС;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-53492-2018
ТГ-170-1.7 М1;К-Ц-Ц.Ц КЦ;2;1;компрессор;регулярка;Турбокомпрессор газовый тип ТГ-170-1.7 М1-В1, зав. № 5, тех. № 4В-11;https://monitor-pb.ru/conclusion/02-%D0%A2%D0%A3-15558-2021
ТВ-80-1,8-01.УЗ;К-Ц-Ц,Ц-Ц.К;2;1;компрессор;регулярка;турбокомпрессор многоступенчатый воздушный ТВ-80-1,8-01.УЗ, зав.№ 39, поз. №ТВ 4;https://monitor-pb.ru/conclusion/29-%D0%A2%D0%A3-16846-2017
ТКФ-248-4000 НУ6;К-Ц-Ц КЦ;2;1;компрессор;регулярка;центробежного турбокомпрессора ТКФ-248-4000 НУ6, ст. № 11, зав.№ 0001, установленного в здании 59 цеха 31.;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-01378-2016
ТКФ-248-4000 НУ4;К-Ц-Ц КЦ;2;1;компрессор;регулярка;центробежного турбокомпрессора ТКФ-248-4000 НУ4, ст. № 12, зав.№ 990001, установленного в здании 59 цеха 31.;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-01380-2016
1307, 1310, 1809, 2410, 2710;Ц, Ц, Ц, Ц, Ц;2;1;компрессор;провайдер+регулярка;Дожимные компрессоры моделей 1307, 1310, 1809, 2410, 2710 фирмы «Air Research Australia Pty, Ltd» (Австралия), используемые на объектах нефтяной и газовой промышленности;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-01045-2015
82579-2-28000-2;Ц-Ц-Ц-Ц;2;1;компрессор;провайдер+регулярка;"Дожимные компрессоры «Haskel» марки 82579-2-28000-2 REFRIGERANT RECOVERY серийные номера 5707419-8; 5707419-12; 5865193-2; 5865193-3; 5892722-1; 5892722-2 установленные на «Площадке по производству эк";https://monitor-pb.ru/conclusion/20-%D0%A2%D0%A3-07581-2020
C750/500HPNGU-96/99 ZII-5000;ЛЦ/ЦЛ-Ц/Ц Л-Ц;2;1;компрессор;провайдер+регулярка;азотно-мембранную установку модели C750/500HPNGU-96/99 ZII-5000 зав. № 797405-001, сер. № 1000004623 в составе: - модуль воздушного компрессора зав. № 797375-001, сер. № 1000004623, - мембранный блок ;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-351717-2025
C750/500HPNGU-96/99 ZII 5000;ЛЦ/ЦЛ-Ц/Ц Л Ц;2;1;компрессор;провайдер+регулярка;азотно-мембранную установку модели C750/500HPNGU-96/99 ZII 5000 зав. №797405-001, сер. №1000004402 в составе: - модуль воздушного компрессора зав. №797411-001, сер. №1000004402, - мембранный блок зав.;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-826859-2026
6МК-20/12,5 М2;ЦК-Ц/Ц,Ц КЦ;2;1;компрессор;регулярка;компрессор мембранный 1,6МК-20/12,5 М2 зав. № 910727 поз. № М-723/11 АО «ГалоПолимер Пермь» цех 27 корпус 238;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-56432-2020
СОА110МG11С;КЦКЛЦК;2;1;компрессор;регулярка;техническое устройство «Компрессор 2-ух ступенчатый мембранный СОА110МG11С, поз. Р805» ООО «Томскнефтехим», применяемое на опасном производственном объекте «Площадка производства полипропилена», рег. ;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-44122-2022
D0 80 LG;ЛЦ Ц Л;2;1;компрессор;регулярка;на техническое устройство – компрессор мембранный 2-х ступенчатый, модель D0 80 LG 5,5/16 тех. поз. № К-501, зав. № 03009С93, применяемое на опасном производственном объекте: «Площадка технологической;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-86062-2023
ТАКАТ 18.06-17-УХЛ1;К Ц.Ц-Ц-КЦ;2;1;компрессор;регулярка;винтовую компрессорную установку ТАКАТ 18.06-17-УХЛ1, зав. №94002, применяемой на опасном производственном объекте «Площадка промысловой компрессорной станции КСК-3 Федоровского МР УВСИНГ»;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-52414-2019
СППК4 DN200 PN16;КЦ ЛЦ ЛЦ;2;1;узел: компрессорная станция;провайдер+регулярка;техническое устройство – предохранительные клапаны СППК4 DN200 PN16, зав. №№5692, 4957 (Варьеганская компрессорная станция Радужнинского газоперерабатывающего производства (ВКС РГПП), Площадка компрес;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-00848-2019
II-27. II;Л-Ц. Л;2;1;узел: компрессорная станция;регулярка;Трубопровод «Вода оборотная II системы прямая и обратная в дожимной компрессорной», рег.№ № II-27. II-28 Газокаталитическое производство, компрессорная станция;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-06649-2015
BH12BH1610-7HH37;ЛЦЛЦ-ЦЛЦ;2;1;воздуходувка;регулярка;Воздуходувка Gardner Denver G-BH12BH1610-7HH37 техн. №86M1;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-541766-2025
SВ 1100 D;ЛК Ц Л;2;1;воздуходувка;регулярка;Воздуходувка типа SВ 1100 D 2, поз. 2-ГД-503, зав. № ВN 10103694 002;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-55390-2021
77.0.5.1.09;Ц.Ц.Ц.Ц.Ц;2;1;воздуходувка;провайдер+регулярка;центробежная воздуходувка 77.0.5.1.09 с маслонасосами А и В, технологический № 2У50К01В;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-46881-2016
SВ 0530 D2;ЛК Ц ЛЦ;2;1;воздуходувка;регулярка;воздуходувка типа SВ 0530 D2НО FA XX, поз. 1-ГД-405, зав. № ВN 10076236 002;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-40907-2020
GKRV 4-300/650G;Л Ц-Ц/ЦЛ;2;1;воздуходувка;регулярка;воздуходувки типа GKRV 4-300/650G. Установка производства и дополнительной переработки на основе технического углерода, корпус 428. Производства полиэтилена;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-24389-2014
GM 25S, ЗА;Л ЦЛ, К;2;1;воздуходувка;регулярка;ТЕХНИЧЕСКОЕ УСТРОЙСТВО, ПРИМЕНЯЕМОЕ НА ОПАСНОМ ПРОИЗВОДСТВЕННОМ ОБЪЕКТЕ: ВОЗДУХОДУВКА AERZEN ТИП GM 25S, ЗАВ.№ 871553;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-20306-2023
ВЦ-6-28-8-01;К-Ц-Ц-Ц-Ц;2;1;воздуходувка;регулярка;Вентиляционная установка (воздуходувка) ВЦ-6-28-8-01 Зав. № б/н Тех. № В-2;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-01914-2015
RYTC 61/V;Л Ц/Л;2;1;воздуходувка;регулярка;техническое устройство – «Воздуходувка RYTC 61/V», зав.№ б/н, поз. А02 В, применяемое на опасном производственном объекте ООО «Томскнефтехим»;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-20314-2021
SV 8.160/2-DSF;Л Ц.Ц/Ц-Л;2;1;воздуходувка;регулярка;Воздуходувка марки SV 8.160/2-DSF, технологический индекс MB-411, зав. №B2097288, инв. №н/д, местонахождение: цех №1, установка производства водорода (УПВ);https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-56239-2025
